sentences,labels
"⚠️El Gobierno Regional va por detrás de los rebrotes por su falta de planificación y anticipación

🚑La Comunidad tiene las competencias en sanidad. Es la máxima responsable

➡️Tienen que reforzar atención primaria y aumentar los rastreadores #Covid19. Estamos a la cola del país https://t.co/ankHPujcrv",0
"A los turistas alemanes que hoy han llegado a Baleares, en plena pandemia y sin haber pasado el test del coronavirus, se les ha recibido con ovaciones. Si mañana hay un barco de refugiados a la deriva en el mediterráneo, sacan los tanques a la calle si los traen a puerto español.",0
"¡ DENUNCIAN A ARROYO ! #URGENTE

El Ministro Daniel Arroyo fue denunciando en la Justicia por la compra con sobreprecios de fideos, azúcar y aceite en plena pandemia.

Aplausos a la @drasmartinez que tuvo el coraje de hacerlo 👏 https://t.co/mCoNFIh166",0
"Pasan los días y José Zaragoza sigue confinado en casa. En el sofá con su chándal (en La Sexta, claro). Viendo mentir a su presidente. En la terracita de su casa con Sangría. Paellita por aquí. Cubatito por allá. https://t.co/L7HQffY5n7",0
Este miércoles a las 17:00 tendremos el tremendo privilegio de debatir con ejecutivos de @SaintGobainES @mcdonalds_es @DIA_Esp @Telefonica sobre gestión de crisis y perspectivas post #COVID19 en un nuevo #WebinarMASConsulting Inscripciones 👇🏻👇🏻https://t.co/uZQoXAXRXW,0
El gráfico en el Financial Times de esta noche que muestra que España fue el país más lento de Europa en imponer el confinamiento. Y eso trajo consecuencias desastrosas. https://t.co/ONOLN2AyYi,0
"Segunda paciente valorada post Covid19. Si vieráis la mala leche del puto virus y sus secuelas neurológicas, no andaríais llenando playas sin mascarilla, distancia social o lavado de manos.
Que esto te marca de por vida.",0
He visto atardeceres en este confinamiento que no había visto en mi vida. https://t.co/pnkoHVL0rA,0
#COVID19 Segunda ola en Singapur...por eso es importante hacer muchos tests y no correr al reabrir. https://t.co/nXsYW0fvGB,0
AHORA: Argentina informa una disparada de nuevos casos por coronavirus al contabilizar 1967 positivos en la última jornada.,0
"Durante la crisis del COVID19, el tren ya le gana la partida, en tiempo y coste, al avión... Como señala este twitt.",0
¡MOSCA así empezó el foco del Mercado de las pulgas en Maracaibo!Increíble no hay distanciamiento a esta hora mercadito peatonal plaza toro @TuTaxistaVial @geranriquez @rafaellacava10 https://t.co/eKoTUF4GJs,0
La COVID-19 se distribuye de forma desigual en la población. Además el impacto económico y social también repercutirá en las desigualdades existentes. Lo escribo en: “Desigualdades y covid-19” https://t.co/yhc8msAvjj,0
"Gran noticia! China ha retirado de su lista oficial de ""fármacos tradicionales"" al pangolín.

Se salvan los pangolines... Y nosotros de una posible futura epidemia. Los científicos habían identificado varios tipos de coronavirus en ellos. 
https://t.co/K8Fi4rY4G9",0
La atención primaria habría sido la asignatura suspendida de Madrid para seguir en fase cero. Hoy el análisis en @SextaNocheTV,0
"Esto es el resumen, objetivo, frío. Las historias que hay detrás, en cada casa, por cada niño y niña, en cada familia, la sensación de estigma, de abandono, de invisibilidad... Esta pandemia, la de la Niñofobia, por desgracia, seguirá aquí después de la de la Covid19",0
"🚨 @VOX_Congreso lleva desde el 29 de enero trabajando para conocer la verdad sobre el #Coronavirus.

✅ En estos 3 últimos días hemos presentado 167 preguntas, 5 PNL y una solicitud + 2.025 preguntas, 121 PNL, una PL y 94 solicitudes 👉 https://t.co/bEyxA36KW1

⬇ HILO ⬇ https://t.co/FFCfVuJWiS",0
"🗣️""No es el momento de atar con un corsé rígido las relaciones laborales"", apunta @FeijooGalicia. Señala que se está poniendo en práctica un documento de flexibilidad laboral 

💶La @Xunta es una ""organización potente"" desde el punto de vista económico para hacer frente al #Covid",0
"podríais meteros a ver esta cosita que hice con la ayudita de @Graciela__29 ❤️ durante el confinamiento 🎥🎞️
https://t.co/LrhfTZL2dZ",0
China proporciona a Rusia más de 20 toneladas de suministros para combatir el coronavirus https://t.co/z6buSsfI03,0
Así se mueve el coronavirus por el aire en un espacio cerrado como un supermercado https://t.co/gPxx4Uo0zK https://t.co/aXihYRNegl,0
"@danigandara4 también nos envía su mensaje
#YoMeQuedoEnCasa https://t.co/bKJxuwqmmr",0
"El domingo pasado salí a darme mi 1° paseo por el paseo marítimo de Málaga de 10 a 12 y lo pasé realmente mal, la inmensa mayoría de la gente no la llevaba, porque no les da la gana o para que no se les quede la marca del sol y si la llevan es mal puesta para evitar la multa. 🤦🏻‍♀️",0
Día 15 de confinamiento: Estoy de cepa caída.,0
"9 de julio de 2020, titulares:
- La OMS afirma que el covid19 se transmite por aire (cuando es una discusión técnica-chorra de tamaño de gotas para ser aerosol)
- La curva es igual a marzo (cuando en marzo casi que  sólo hacían tests a ministras)

No aprendieron nada.",0
"La política de vivienda de Feijóo durante la crisis de la COVID-19 deja al descubierto el caso interés del PP por defender lo público. @AntonSanchezG exige que se garantice este derecho fundamental y deje de utilizarse para ""intoxicar"" en los medios https://t.co/sDoINvSjaP",0
".@sanchezcastejon, @PabloIglesias No podrán esconder 30.000 muertos bajo la alfombra, ni su gestión criminal, ni el confinamiento de la democracia para perpetuarse en el poder. #GobiernoDimision #FueraPesteRoja FIRMA: https://t.co/OWK7IdHUvg",0
"El recién despedido primer ministro francés Édouard Philippe, junto a varios de sus ministros, enfrentan cargos legales por su nefasta gestión del coronavirus, al prohibir el acceso al beneficioso tratamiento a base de hidroxicloroquina (que Trump ha defendido desde el principio)",0
"""Está en nuestras manos que los brotes no se conviertan en segunda oleada. Y eso puede ocurrir en cualquier momento"", advierte la viróloga del CSIC Margarita del Val., que dirige la plataforma del organismo para investigar el coronavirus #SARSCoV2 ⬇️
https://t.co/jNuZ3QS64f",0
"🔴🔴Fuerza sindical en tiempos de #COVID19, testimonios de delegadas y delegados de #CCOO que luchan en primera línea de la batalla contra el coronavirus

➡️ Juani, gerocultora 

⚫️“Se podrían haber evitado muertes en las residencias de mayores”

https://t.co/QO9WIo9qYN https://t.co/U21eoMuw1A",0
Aquí ya hay algo también para contar a los jueces. Y la fiscalía general de la comisaría Delgado sepa que tendrá causas como hongos.,0
"Se apaga la Casa Blanca, Donald Trump escondido en un bunker, revolución en Estados Unidos, Anonymous causando otra revolución cibernética, estamos sufriendo una pandemia global... https://t.co/U0F2Gra4Rp",0
El increíble cambio de look durante la pandemia de los jugadores más populares. https://t.co/GdUy0bMaar,0
¿Por qué está Carlos Areces ahí diciéndole a esa señora que se ponga bien la mascarilla?,0
La medida fetén para acabar con la peste del sXXI es el confinamiento por zonas hasta los 0 fallecidos. Como China. Están los Españoles/Europeos preparados para ello?. Está preparada la economía para soportarlo?.,0
"Día 30.

Fernando Simón ha asesinado a Francisco Franco para librar a España del virus.

Quedan 17 españoles vivos. https://t.co/4b6EaRdZEs",0
Puedo dejar de olvidarme la mascarilla??? Soy lerdisima,0
Todos después del Confinamiento #cuarentena https://t.co/IYKpFcbPG3,0
"#COVID19 | El ministro de Sanidad de #Alemania, Jens Spahn, anuncia que se impone el #test obligatorio para todos aquellos que procedan de #Cataluña, aunque advierte de que hay más #riesgo dentro de su país https://t.co/WEKAEf3but",0
"Yo creo que ayer los de OT no se pusieron de rodillas por las protestas raciales en USA, era en solidaridad con gran parte de los medios españoles y su actitud durante la pandemia",0
"Mientras nos enfrentamos a la crisis #COVID19, también tenemos que pensar en las implicaciones a largo plazo y aceptar el reto como empresa y como sociedad. @Ferland_Martine comparte con nosotros como hacerlo apoyándonos en la #innovación y #empatía. https://t.co/RaKPFVr1ah https://t.co/CjtUdy6yX5",0
📢 Última hora del coronavirus en Valladolid: disminuyen los contagios en Castilla y León https://t.co/K52GiBai3C,0
Seis policías locales se encuentran en cuarentena en Málaga tras detener a un hombre con COVID-19 que había sido detenido por agredir a su hermana de 12 años dándole un mordisco en la cabeza. https://t.co/zGhvtvS7Ev,0
"1a foto: el pueblo americano luchando por que se haga justicia.
2a foto: gente ridícula en España pidiendo seguir disfrutando de sus lujos y privilegios durante una pandemia. https://t.co/KjH7Q9zXfJ",0
"Soy médica. 
Llevo desde antes del estado de alarma sin vacaciones. Sin descanso.  Sin respiro. Con las ascuas del miedo que trajo la primera ola. Con el temor de perder a familiares y amigos en la segunda. 

Y ahí estás tú, con la nariz fuera “porque la mascarilla te da calor”.",0
"En febrero la DG de Salud pública del @goib decia que “la mascarilla da una falsa sensación de protección”. 
A partir de este fin de semana, 5 meses después, el uso de la mascarilla será obligatorio.
Qué es falso? 
😷🤥 https://t.co/gDboU9Ma4l",0
"Cuidado con  las garrapatas: vuelve a España el peligroso virus de Crimea-Congo. La enfermedad está en expansión en Europa

 https://t.co/rI9pWwJENi vía @NiusDiario",0
FIRMA para que que @interiorgob traslade inmediatamente a las personas del CETI de Melilla. Pueden sufrir las mayores consecuencias de la #COVID19 ¡#TrasladoUrgente! https://t.co/OCxXKOiQml vía @amnistiaespana,0
La comunidad de Madrid ha sacado menos vacantes que el año anterior. Alguien puede explicar eso en un año en plena pandemia?? Es la seguridad de nuestros hijos la que está en juego #AulasEnHuelga,0
#COVID19 Verde lo mejor. Amarillo mejor que anaranjado. Cuanto más oscuro peor. https://t.co/lzw2QPdJmj,0
TVE emite la misa del funeral de George Floyd y no emite la misa por los fallecidos por la epidemia de coronavirus en España porque es muy plural.,0
"🩺 #DrJoséSabán Importancia de cuidar ahora más que nunca su #endotelio. ¿Qué es? ¿Qué relación guarda con la pandemia actual 🦠?  

""... muchas de las complicaciones del #COVID19 están relacionadas con enfermedades #cardiometabólica s.""

👉https://t.co/S6KlGu9105

🧵👇 https://t.co/s9n9CTLgNH",0
Y con guantes desde casa para llevar bien el virus de un sitio a otro... es la releche,0
"@Klkautsky1 Si una mascarilla de colorinchis hace que se pongan mascarilla, bienvenida sea, que no hago más que ver gente a cara descubierta y que no hacen ni por apartarse al cruzarse por la calle. 
No hay que frivolizar, pero cualquier cosa que ayude no estemos para rechazarla",0
"¡Zasca! en HoyxHoy SER
-Barceló : ""Ministra, desde finales Marzo sólo podían entrar en España residentes, personal exclusivo relacionado con la pandemia pero no se ponian en cuarentena"" 
-Laya:""Confinamiento es Cuarentena y desde el 15 de marzo ya lo hacemos en cada domicilio""",0
"El presidente del Gobierno, @sanchezcastejon, se encuentra reunido mediante videoconferencia con los presidentes de comunidades y ciudades autónomas.

A su término, comparecerán en rueda de prensa la ministra portavoz y el ministro de @sanidadgob.
#EsteVirusLoParamosUnidos https://t.co/HXxQNwjoBT",0
"Tenemos instrumentos legales adecuados para hacer frente a la pandemia sin suspender nuestros derechos y libertades. La Estrategia de Seguridad Nacional, de 2017, recoge la pandemia como desafío para la SN. La Ley de Seguridad Nacional de 2015 @CSN_es es el Plan A. https://t.co/i76yanJ7Tp",0
"Increíble colaboración y auténtica solidaridad. Gracias

#solidaridad #gracias #covid19 #salud #ciencia #medicina #investigacion",0
"#AHORA En comisión de fiscalización del congreso, ministro del interior Gastón Rodriguez confirma que hay 3,783 policías contagiados de nuevo coronavirus. Aclaró que 360 están hospitalizados y 17 en UCI @RPPNoticias",0
Pffff pero si antes de ayer empezamos con el confinamiento... que alguien le dé al pause,0
"“Ni un puta mascarilla” dice el cantante de Taburete. Llevo todo el verano actuando para un público responsable con distancia de seguridad y mascarillas. Ni este señor ni este público nos representa. La cultura es segura, menos en este concierto. Irresponsable.",0
Es muy heavy que el único reportaje que podemos ver los españoles sobre lo que está ocurriendo en nuestros hospitales lo haga una TV británica.,0
"Reabrir escuelas: los niños tienen un riesgo mínimo de contraer el virus de Wuhan, ""son los adultos los que infectan a los niños, no al revés"". https://t.co/BmN73DbxJY vía @pamelageller",0
"Comparto esto que me ha llegado, y que de ser cierto, estaríamos mucho más cerca del final de esta pandemia asesina. https://t.co/RnQZAULwtQ",0
"Manolo Calleja (@mancalleja) cirujano cardíaco y alguien a quien le gusta analizar los motivos y las consecuencias de las cosas, han escrito un libro sobre la gestión del Covid en nuestro país
Lo que dice serece una lectura atenta y una reflexión pausada
https://t.co/0kvB6rlz5V",0
Pedid perdón. No tenéis vergüenza.,0
"Un tercio de los ingresados por coronavirus en hospitales ingleses mueren. Así gobiernan los conservadores británicos tan admirados por la derecha española.
O eso dice The Guardian. https://t.co/9lQiTKITmM",0
"@javiernegre10 @ierrejon Se nota cada día más los efectos secundarios de la vacuna que te pusiste contra el Covid-19. Por cierto hoy tu querido líder da otra recomendación, la hidroxicloroquina. No dejes de tomarla tb. @gutiperchelero @DRZRZ @MundoBurbu @lacoracha @achajim @mirrocafort @NandoPerez @vboge https://t.co/Hmkbhn6JNz",0
"🔴🔵Conozca la línea de Avales del ICO COVID-19.
✅Líneas de avales para #empresas y #autónomos
✅Líneas de avales para arrendamientos 
Más información y condiciones➡️https://t.co/AlrfTCvPBa https://t.co/pgRvqat6ou",0
"Hoy, tras dos meses estando todos los días en la calle, por fin me van a hacer la prueba del covid",0
Me muero de ganas por regresar a mi gimnasio pero prefiero morirme de la ganas que de coronavirus,0
"Cientos de autobuses privados de todo EEUU protestan en Washington por la falta de ayuda oficial ante la crisis del coronavirus, pese a las subvenciones dadas al transporte aéreo o los ferrocarriles.

➡ Minuto a minuto: https://t.co/UiHcMJ2jyX https://t.co/kmi5YilaYR",0
cuando os sintáis inútiles recordad ke yo pagué el bono 2 días antes del confinamiento jajajaja,0
"Odio la mascarilla, la única forma de asfixia que me gusta es que me cojan del cuello",0
"La epidemia del coronavirus en España, rebrotes y confinamientos https://t.co/TJM2mXwebo",0
"#Ourense Nueva jornada en la que los casos activos de coronavirus aumentan en la provincia. 
https://t.co/k9syukgj49",0
"¿De verdad ha dicho la ministra Ribera que en Portugal hay menos casos porque allí, como están más al oeste, llegó más tarde el virus? No me lo puedo creer.",0
"Tal y como dijo la ministra Irene Montero cuando cree que no la están grabando: “Ha sido por el coronavirus, pero no lo voy a decir”. 

No hay mejor definición de su Gobierno. https://t.co/5iXxCIqAaT",0
